time,.data
2018/04/01/18:14:35.191163,-28.5855293274
2018/04/01/18:14:35.210515,-27.9515113831
2018/04/01/18:14:35.210525,-27.9515113831
2018/04/01/18:14:35.232720,-29.021982193
2018/04/01/18:14:35.232727,-29.021982193
2018/04/01/18:14:35.255406,-29.3869228363
2018/04/01/18:14:35.255562,-29.3869228363
2018/04/01/18:14:35.275576,-29.0565547943
2018/04/01/18:14:35.275729,-29.0565547943
2018/04/01/18:14:35.286613,-29.0790233612
2018/04/01/18:14:35.286976,-29.0790233612
2018/04/01/18:14:35.316424,-30.0163669586
2018/04/01/18:14:35.316537,-30.0163669586
2018/04/01/18:14:35.340208,-29.4178714752
2018/04/01/18:14:35.340389,-29.4178714752
2018/04/01/18:14:35.349256,-28.8326816559
2018/04/01/18:14:35.349333,-28.8326816559
2018/04/01/18:14:35.371204,-28.5281486511
2018/04/01/18:14:35.371217,-28.5281486511
2018/04/01/18:14:35.402863,-26.2728023529
2018/04/01/18:14:35.402875,-26.2728023529
2018/04/01/18:14:35.424338,-26.482088089
2018/04/01/18:14:35.424365,-26.482088089
2018/04/01/18:14:35.449159,-25.8675556183
2018/04/01/18:14:35.449851,-25.8675556183
2018/04/01/18:14:35.467620,-27.3522796631
2018/04/01/18:14:35.467631,-27.3522796631
2018/04/01/18:14:35.479082,-28.7483978271
2018/04/01/18:14:35.479092,-28.7483978271
2018/04/01/18:14:35.501557,-29.7544670105
2018/04/01/18:14:35.501563,-29.7544670105
2018/04/01/18:14:35.535477,-30.1641368866
2018/04/01/18:14:35.535482,-30.1641368866
2018/04/01/18:14:35.546267,-30.4130916595
2018/04/01/18:14:35.546283,-30.4130916595
2018/04/01/18:14:35.574926,-30.5481014252
2018/04/01/18:14:35.575206,-30.5481014252
2018/04/01/18:14:35.593510,-31.8970413208
2018/04/01/18:14:35.593709,-31.8970413208
2018/04/01/18:14:35.617278,-33.0576591492
2018/04/01/18:14:35.617449,-33.0576591492
2018/04/01/18:14:35.627776,-33.4717407227
2018/04/01/18:14:35.629132,-33.4717407227
2018/04/01/18:14:35.654074,-33.2433776855
2018/04/01/18:14:35.654209,-33.2433776855
2018/04/01/18:14:35.681410,-31.5136947632
2018/04/01/18:14:35.681667,-31.5136947632
2018/04/01/18:14:35.699588,-31.0587730408
2018/04/01/18:14:35.699613,-31.0587730408
2018/04/01/18:14:35.722031,-31.5187835693
2018/04/01/18:14:35.722040,-31.5187835693
2018/04/01/18:14:35.745158,-30.9944610596
2018/04/01/18:14:35.745201,-30.9944610596
2018/04/01/18:14:35.757733,-30.847202301
2018/04/01/18:14:35.757980,-30.847202301
2018/04/01/18:14:35.787151,-30.5933628082
2018/04/01/18:14:35.787183,-30.5933628082
2018/04/01/18:14:35.808318,-30.0968227386
2018/04/01/18:14:35.808802,-30.0968227386
2018/04/01/18:14:35.830439,-29.848449707
2018/04/01/18:14:35.830782,-29.848449707
2018/04/01/18:14:35.853282,-28.8829231262
2018/04/01/18:14:35.853734,-28.8829231262
2018/04/01/18:14:35.863866,-29.3811702728
2018/04/01/18:14:35.864087,-29.3811702728
2018/04/01/18:14:35.894689,-29.1533317566
2018/04/01/18:14:35.895006,-29.1533317566
2018/04/01/18:14:35.905756,-29.3845539093
2018/04/01/18:14:35.905766,-29.3845539093
2018/04/01/18:14:35.928166,-27.9783115387
2018/04/01/18:14:35.928180,-27.9783115387
2018/04/01/18:14:35.950868,-27.6275730133
2018/04/01/18:14:35.951128,-27.6275730133
