time,.data
2018/04/01/18:14:35.286605,-0.412410438061
2018/04/01/18:14:35.316487,-0.557295501232
2018/04/01/18:14:35.339970,-0.463647633791
2018/04/01/18:14:35.349109,-0.509592235088
2018/04/01/18:14:35.371252,-0.424194425344
2018/04/01/18:14:35.402878,-0.26741078496
2018/04/01/18:14:35.424338,-0.445016235113
2018/04/01/18:14:35.449309,-0.4701834023
2018/04/01/18:14:35.467636,-0.773053109646
2018/04/01/18:14:35.481744,-0.694738268852
2018/04/01/18:14:35.501448,-0.588002622128
2018/04/01/18:14:35.535467,-0.62879627943
2018/04/01/18:14:35.546684,-0.507098555565
2018/04/01/18:14:35.575144,-0.533155679703
2018/04/01/18:14:35.593410,-0.659628748894
2018/04/01/18:14:35.617073,-0.469976663589
2018/04/01/18:14:35.627776,-0.517287433147
2018/04/01/18:14:35.653889,-0.430326610804
2018/04/01/18:14:35.681304,-0.471166282892
2018/04/01/18:14:35.699543,-0.615339577198
2018/04/01/18:14:35.721918,-0.668289422989
2018/04/01/18:14:35.744908,-0.537284731865
2018/04/01/18:14:35.757765,-0.481397211552
2018/04/01/18:14:35.787298,-0.488852351904
2018/04/01/18:14:35.808757,-0.572966098785
2018/04/01/18:14:35.830414,-0.426627546549
2018/04/01/18:14:35.853725,-0.348770976067
2018/04/01/18:14:35.863855,-0.517287433147
2018/04/01/18:14:35.894593,-0.431400716305
2018/04/01/18:14:35.905900,-0.655695617199
2018/04/01/18:14:35.928337,-0.422853916883
2018/04/01/18:14:35.950858,-0.476069331169
2018/04/01/18:14:35.980875,-0.463647633791
2018/04/01/18:14:35.997725,-0.420990616083
2018/04/01/18:14:36.024370,-0.59841889143
2018/04/01/18:14:36.046791,-0.457659691572
2018/04/01/18:14:36.065951,-0.62783664465
2018/04/01/18:14:36.081565,-0.549374520779
2018/04/01/18:14:36.100277,-0.510949552059
2018/04/01/18:14:36.120742,-0.457068771124
2018/04/01/18:14:36.144536,-0.531724095345
2018/04/01/18:14:36.161913,-0.478913635015
2018/04/01/18:14:36.195460,-0.441179484129
2018/04/01/18:14:36.217886,-0.584443867207
2018/04/01/18:14:36.236381,-0.463647633791
2018/04/01/18:14:36.254436,-0.495894432068
2018/04/01/18:14:36.273031,-0.510949552059
2018/04/01/18:14:36.289251,-0.388956844807
2018/04/01/18:14:36.323116,-0.329947084188
2018/04/01/18:14:36.344109,-0.609659850597
2018/04/01/18:14:36.364017,-0.439112663269
2018/04/01/18:14:36.385808,-0.51914614439
2018/04/01/18:14:36.408170,-0.592427313328
2018/04/01/18:14:36.434614,-0.45660546422
2018/04/01/18:14:36.441853,-0.544863879681
2018/04/01/18:14:36.465530,-0.739974856377
2018/04/01/18:14:36.492636,-0.47534301877
2018/04/01/18:14:36.514767,-0.387770146132
2018/04/01/18:14:36.533878,-0.571337461472
2018/04/01/18:14:36.559505,-0.523278295994
2018/04/01/18:14:36.579262,-0.597758412361
2018/04/01/18:14:36.600328,-0.486899256706
2018/04/01/18:14:36.611642,-0.432407796383
2018/04/01/18:14:36.640817,-0.224711179733
2018/04/01/18:14:36.664750,-0.441592425108
2018/04/01/18:14:36.685547,-0.3004771173
2018/04/01/18:14:36.705344,-0.486899256706
2018/04/01/18:14:36.729812,-0.399781107903
2018/04/01/18:14:36.748691,-0.385493844748
2018/04/01/18:14:36.770965,-0.502843141556
2018/04/01/18:14:36.781296,-0.584745228291
2018/04/01/18:14:36.811944,-0.363393127918
2018/04/01/18:14:36.826473,-0.443102568388
2018/04/01/18:14:36.858270,-0.366255551577
2018/04/01/18:14:36.882632,-0.392760634422
